0	61	805
0	203	805
0	519	805
0	573	805
0	714	805
0	800	805
0	853	805
0	959	805
0	1012	805
0	1029	805
0	1046	805
0	1084	805
0	1153	805
0	1692	805
0	1717	805
1	78	111
1	377	111
1	1424	111
1	1496	111
1	1716	111
2	94	393|444|474
2	272	474
2	570	393|444|474
2	1534	393|444
2	1575	444
3	978	693
3	1090	693
4	105	552
4	1003	552
4	1491	552
5	511	544
5	1556	544
6	457	635
6	546	635
7	169	154
7	676	5|461
7	1244	154
7	1487	5
7	1656	461
8	1393	291
9	61	322
10	136	340
10	1071	340
10	1157	340
11	393	257
11	553	257
11	564	257
11	779	257
11	964	257
11	1180	257
11	1336	257
11	1442	257
12	84	416
12	468	416
12	960	416
12	1466	416
13	52	446
13	163	810
13	223	810
13	247	810
13	256	446
13	273	88|92
13	327	810
13	334	810
13	460	446
13	617	810
13	632	42
13	707	446
13	719	810
13	810	88
13	847	42|88|91|92|810
13	903	810
13	1120	88|92
13	1301	810
13	1323	810
13	1335	91|446
13	1372	810
13	1427	810
13	1431	446
13	1446	92
13	1458	446
13	1463	810
13	1582	810
13	1688	810
13	1700	810
14	174	173
14	358	173
14	758	173
14	763	173
14	938	173
14	1041	173
14	1588	173
15	53	1
16	807	702
16	874	702
17	1240	757
17	1513	757
18	474	842
18	710	842
18	795	837|842
18	836	842
18	936	837
18	1201	837|842
18	1435	837|842
18	1502	842
18	1552	837|842
19	530	16
19	581	16
19	1477	16
21	28	192
21	85	192
21	1060	192
21	1433	192
21	1608	192
22	569	175
23	255	237
23	1167	237
24	519	631|675
24	675	631|675
24	1211	675
24	1222	675
24	1331	675
25	336	480
25	360	480
25	484	480
25	889	480
25	1000	480
25	1511	480
26	379	671
26	514	671
26	572	671
26	679	671
26	918	671
26	1524	671
27	1419	864
28	21	192
28	85	192
28	339	232
28	1060	192
28	1433	192|232
28	1608	192|232
29	409	594
29	984	594
29	1160	594
29	1358	594
31	39	253
31	261	231
31	461	512
31	633	231
31	890	231
31	896	253
31	1078	512
31	1188	253
31	1273	253
31	1300	512
31	1587	512
31	1677	231
32	141	700
32	1108	700
32	1628	700
32	1635	565
33	589	213
33	1244	213
33	1377	213
33	1538	213
34	905	295
34	988	295
34	1038	295
34	1192	295
34	1324	295
34	1451	295
35	389	735
35	1296	735
35	1412	735
36	1296	136
37	637	2
37	1145	2
37	1178	2
37	1704	2
38	44	585
38	111	585
38	120	585
38	214	585
38	701	585
38	800	585
38	1048	585
38	1101	585
38	1138	585
38	1233	585
38	1284	585
38	1315	585
38	1698	585
39	31	253
39	896	253
39	1188	253
39	1273	253
40	303	452
40	1439	452
41	100	188
41	260	186
41	461	186
41	466	469
41	470	188|469
41	548	186
41	644	188
41	650	391|469
41	685	186
41	732	186
41	876	469
41	1076	186
41	1124	186|188|391|469
41	1231	391
41	1248	186
41	1283	186|469
41	1351	188
41	1414	391
41	1526	188
41	1539	391
41	1542	561
41	1587	186|188|469
43	178	667
43	448	667
43	1020	667
43	1220	667
44	38	585
44	111	499|571|578|585|596|622|718|719|723|729|763|776|777|788|800|855|861
44	120	571|578|585|596|622|718|719|723|729|763|776|777|788|800|855|861
44	170	776
44	214	499|571|578|585|596|622|718|719|723|729|763|776|777|788|800|855
44	363	315
44	453	719|723|729
44	540	315
44	545	622|718|719|723|729|776|777|788|800|855|861
44	686	800|855|861
44	701	315|499|571|578|585|596|622|718|719|723|729|763|776|777|788|800|855|861
44	764	763|776|788|800|855|861
44	800	315|499|571|578|585|596|622|718|719|723|729|763|776|777|788|800|855|861
44	826	776|855
44	1016	315|499|578
44	1048	315|499|571|578|585|596|622|718|719|723|729|763|776|777|788|800|855|861
44	1054	776|788|800|855
44	1076	861
44	1082	718
44	1101	499|571|578|585|596|622|718|719|723|729|776|777|788|800|855
44	1138	578|585
44	1233	499|571|578|585|596|622|718|719|723|729|763|776|777|788|800|855|861
44	1284	315|499|571|578|585|596|622|718|719|723|729|763|776|777|788|800|855|861
44	1315	571|578|585|596|622|718|719|723|729|763|776|777|788|800|855
44	1335	776|788|800|855|861
44	1698	578|585|622|718|719|723|729|776|777|788|855
45	751	304
45	1304	304
46	384	260
46	446	260
46	1206	260
47	116	160
47	833	160
48	426	750
48	615	750
48	623	750
48	1480	750
48	1553	750
49	114	351
49	942	351
49	1186	351
50	545	747
50	772	747
50	1124	747
51	91	381|448
51	95	448
51	113	383
51	136	383
51	236	383
51	770	381|448
51	800	383
51	868	448
51	1389	448
51	1475	381|383|448
52	13	446
52	83	460
52	256	446
52	460	446
52	707	446
52	1279	460
52	1335	446
52	1353	460
52	1385	460
52	1431	446
52	1458	446
53	15	1
54	1034	589
54	1171	589
54	1390	589
54	1455	589
55	193	150
55	882	150
55	1169	150
55	1275	150
55	1308	150
56	159	369
56	316	369
56	383	369
56	467	369
56	1370	369
58	97	609
58	254	609
58	346	609
58	550	609
58	735	609
58	767	609
58	1298	609
58	1486	609
58	1745	609
58	1746	609
59	981	406
59	1063	406
59	1703	406
60	184	643
60	442	643
60	768	643
61	0	805
61	9	322
61	117	605
61	151	826
61	203	605|805
61	209	826
61	426	605
61	448	580
61	479	605
61	494	605
61	516	826|836
61	519	805
61	573	605|805
61	586	605
61	600	781|826|836
61	658	605
61	714	805
61	788	409|503
61	789	826|836
61	800	605|805
61	812	826|836
61	853	805
61	873	826|836
61	901	605
61	959	605|805
61	1012	605|805
61	1020	580
61	1027	657|713
61	1029	805
61	1046	805
61	1084	805
61	1153	805
61	1164	605
61	1170	525
61	1219	605
61	1228	826|836
61	1279	605
61	1295	580|657|713
61	1420	826|836
61	1478	605
61	1630	605
61	1692	805
61	1701	605
61	1717	805
61	1721	826|836
61	1734	826|836
62	621	559
62	824	559
62	1187	559
63	1085	878
63	1172	878
63	1246	878
63	1659	878
64	119	592
64	1426	592
65	898	488
66	304	355
66	634	355
67	123	437
67	436	437
67	597	437
67	620	437
67	723	437
67	825	437
67	858	437
67	1031	437
67	1228	140
67	1373	140
67	1472	437
67	1565	437
68	551	661|662
68	1722	661|662
69	1151	19
69	1228	19
70	355	99
70	398	99
70	669	99
70	725	99
70	733	99
70	765	99
70	1481	99
71	1557	583
71	1666	583
72	496	590
72	524	590
72	1572	590
73	124	118|312
73	1332	312
74	595	870
74	1467	870
74	1476	870
75	420	159
75	1255	159
75	1257	159
75	1424	159
77	736	55
78	1	111
78	377	111
78	1424	111
78	1496	111
78	1716	111
79	351	688
79	367	688
79	1162	688
79	1267	688
80	1030	490
80	1698	490
81	93	642|725
81	819	642
81	898	642|725
82	852	141
83	52	460
83	234	694
83	288	663
83	503	493
83	729	694
83	750	663
83	915	663
83	935	663
83	993	663
83	1270	694
83	1279	460
83	1353	460
83	1385	460
83	1681	663
83	1694	663
84	12	416
84	468	347|416
84	529	549
84	960	98|122|126|205|288|347|353|416|459|513|549
84	1169	347
84	1299	549
84	1406	549
84	1466	122|126|205|288|347|353|416|459|513|549
85	21	192
85	28	192
85	1060	192
85	1433	192
85	1608	192
86	239	378
86	677	378
87	540	193
87	673	193
87	800	193
88	194	766|814|816
88	216	705
88	475	766|814|816
88	661	728|754|766|814|816
88	756	728
88	838	728|754
88	880	619|766|814
88	905	576|619|683|705|728|754|766|814
88	1036	576|619|683|705|728|754
88	1226	728|754|814
88	1258	766
88	1418	816
88	1520	728
88	1596	576|619
89	641	502
89	905	502
89	909	502
89	1036	502
89	1596	502
89	1622	502
90	664	867
90	1127	867
90	1404	867
90	1454	867
90	1693	867
91	51	381|448
91	95	448
91	770	381|448
91	868	448
91	1389	448
91	1475	381|448
92	1606	724
92	1654	724
93	81	642|725
93	819	642
93	898	642|725
94	2	393|444|474
94	272	474
94	570	393|444|474
94	1534	393|444
94	1575	444
95	51	448
95	91	448
95	770	448
95	868	448
95	1389	448
95	1475	448
96	1055	577
96	1325	577
97	58	609
97	254	609
97	346	609
97	550	609
97	735	609
97	767	609
97	1298	609
97	1486	609
97	1745	609
97	1746	609
98	274	638
98	1280	638
99	1594	161
100	41	188
100	470	188
100	644	188
100	1124	188
100	1351	188
100	1526	188
100	1587	188
101	898	12
102	1026	147
103	314	690
103	871	690
103	1001	690
103	1007	690
103	1533	690
104	235	56
104	564	56
105	4	552
105	1003	552
105	1491	552
106	181	484
106	440	484
106	639	484
106	718	484
106	1169	484
106	1237	484
106	1349	484
107	898	399
107	1510	399
107	1525	399
108	359	608
108	667	608
109	1199	880
110	519	556
110	1211	556
110	1571	556
110	1735	556
111	38	585
111	44	499|571|578|585|596|622|718|719|723|729|763|776|777|788|800|855|861
111	120	571|578|585|596|622|718|719|723|729|763|776|777|788|800|855|861
111	170	776
111	214	499|571|578|585|596|622|718|719|723|729|763|776|777|788|800|855
111	453	719|723|729
111	545	622|718|719|723|729|776|777|788|800|855|861
111	686	800|855|861
111	701	499|571|578|585|596|622|718|719|723|729|763|776|777|788|800|855|861
111	764	763|776|788|800|855|861
111	800	499|571|578|585|596|622|718|719|723|729|763|776|777|788|800|855|861
111	826	776|855
111	1016	499|578
111	1048	499|571|578|585|596|622|718|719|723|729|763|776|777|788|800|855|861
111	1054	776|788|800|855
111	1076	861
111	1082	718
111	1101	499|571|578|585|596|622|718|719|723|729|776|777|788|800|855
111	1138	578|585
111	1233	499|571|578|585|596|622|718|719|723|729|763|776|777|788|800|855|861
111	1284	499|571|578|585|596|622|718|719|723|729|763|776|777|788|800|855|861
111	1315	571|578|585|596|622|718|719|723|729|763|776|777|788|800|855
111	1335	776|788|800|855|861
111	1698	578|585|622|718|719|723|729|776|777|788|855
112	237	229
112	344	229
112	705	273
112	1523	273
113	51	383
113	128	537
113	136	383|520
113	192	449
113	236	364|383|449|520
113	262	449|520
113	578	520
113	659	449|520|537
113	660	537
113	800	383
113	1303	520
113	1381	230
113	1475	383
114	49	351
114	186	68
114	310	346
114	462	68
114	888	420|429|478
114	942	351
114	1022	244|346|420|429|478
114	1068	212|244|346
114	1089	420|429|478
114	1107	212
114	1141	217
114	1169	212
114	1186	351
114	1334	346
114	1374	212|244|346|420|429|478
114	1465	346
114	1651	212
115	173	790
115	612	790
115	1117	790
116	47	160
116	833	160
117	61	605
117	203	605
117	413	831
117	426	605
117	479	605
117	494	605
117	573	605
117	586	605
117	629	831
117	658	605
117	800	605
117	901	605
117	959	605
117	1012	605
117	1164	605
117	1219	605
117	1254	831
117	1279	605
117	1462	697
117	1478	605
117	1630	605
117	1675	697|831
117	1701	605
118	168	394
118	202	394
118	394	394
118	497	394
118	522	394
119	64	592
119	1426	592
120	38	585
120	44	571|578|585|596|622|718|719|723|729|763|776|777|788|800|855|861
120	111	571|578|585|596|622|718|719|723|729|763|776|777|788|800|855|861
120	170	776
120	214	571|578|585|596|622|718|719|723|729|763|776|777|788|800|855
120	453	719|723|729
120	545	622|718|719|723|729|776|777|788|800|855|861
120	686	800|855|861
120	701	571|578|585|596|622|718|719|723|729|763|776|777|788|800|855|861
120	764	763|776|788|800|855|861
120	800	571|578|585|596|622|718|719|723|729|763|776|777|788|800|855|861
120	826	776|855
120	1016	578
120	1048	571|578|585|596|622|718|719|723|729|763|776|777|788|800|855|861
120	1054	776|788|800|855
120	1076	861
120	1082	718
120	1101	571|578|585|596|622|718|719|723|729|776|777|788|800|855
120	1138	578|585
120	1233	571|578|585|596|622|718|719|723|729|763|776|777|788|800|855|861
120	1284	571|578|585|596|622|718|719|723|729|763|776|777|788|800|855|861
120	1315	571|578|585|596|622|718|719|723|729|763|776|777|788|800|855
120	1335	776|788|800|855|861
120	1698	578|585|622|718|719|723|729|776|777|788|855
121	447	614
121	794	614
121	800	614
121	1385	614
122	564	666
122	875	666
122	1259	666
122	1290	666
123	67	437
123	436	437
123	597	437
123	620	437
123	723	437
123	825	437
123	858	437
123	1031	437
123	1472	437
123	1565	437
124	73	118|312
124	340	287
124	690	215
124	1332	312
125	898	714|773|874
125	1047	714|773|874
125	1696	874
126	1254	659
126	1577	659
127	290	669
127	698	669
127	821	669
127	1573	669
127	1610	669
128	113	537
128	659	537
128	660	537
129	1432	38
130	182	764
130	426	764
130	611	764
130	623	764
130	1411	764
130	1553	764
131	485	779|822
131	1205	779
132	311	199
132	352	199
132	613	199
132	1004	199
133	327	756
133	622	756
133	847	756
133	903	756
133	1372	756
133	1621	756
133	1670	756
135	512	207
135	1207	207
135	1705	207
136	10	340
136	51	383
136	113	383|520
136	143	338
136	154	519
136	161	338
136	236	383|520
136	262	520
136	371	250
136	375	410
136	463	410
136	547	410
136	565	410
136	578	519|520
136	633	348|410
136	659	520
136	685	519
136	745	250
136	800	338|348|368|383|410|411|427|519
136	813	338|348|410
136	843	519
136	986	519
136	1071	250|338|340|348|410|450|519
136	1101	450|519
136	1124	519
136	1125	483|534|581
136	1157	340|450
136	1283	519
136	1303	368|450|519|520
136	1325	348|410
136	1328	338|348|410
136	1349	534|581
136	1362	338|348
136	1444	519
136	1475	383
136	1499	483
136	1597	534
137	184	145
137	222	145
137	796	145
137	1452	145
137	1471	145
138	218	786
138	997	786
138	1541	786
140	501	425
140	1079	425
140	1731	425
141	32	700
141	1108	700
141	1628	700
142	172	344
142	542	344
142	648	344
142	1416	344
142	1498	344
143	136	338
143	161	338
143	800	338
143	813	338
143	1071	338
143	1328	338
143	1362	338
144	598	274
145	257	155
145	539	155
145	1002	155
146	220	218
146	628	132|218
146	653	218
147	242	78
147	1340	85
148	892	301
149	284	529
149	469	599
149	567	529|599
149	1055	529
149	1587	529
149	1639	599
150	1675	600
151	61	826
151	209	826
151	516	826
151	600	826
151	789	826
151	812	826
151	873	826
151	1228	826
151	1420	826
151	1721	826
151	1734	826
152	523	536|547
152	535	536|547
152	1352	536|547
153	811	242
153	1169	242
153	1275	242
153	1308	242
154	136	519
154	261	211
154	578	519
154	676	211
154	685	519
154	800	211|519
154	843	519
154	986	519
154	1071	519
154	1101	519
154	1102	17
154	1124	519
154	1283	519
154	1303	519
154	1325	17
154	1444	519
154	1562	211
154	1677	211
155	197	417
155	212	417
155	1645	417
156	1468	564
157	370	784
157	543	784
157	1281	784
158	505	595
158	1387	595
159	56	369
159	316	369
159	383	369
159	467	369
159	1370	369
160	559	277
160	1230	277
160	1470	277
161	136	338
161	143	338
161	800	338
161	813	338
161	1071	338
161	1328	338
161	1362	338
162	804	527
162	1417	527
163	13	810
163	223	810
163	247	810
163	327	810
163	334	810
163	617	810
163	719	810
163	847	810
163	903	810
163	1301	810
163	1323	810
163	1372	810
163	1427	810
163	1463	810
163	1582	810
163	1688	810
163	1700	810
164	380	604
164	387	604
164	755	604
164	760	604
164	1229	604
164	1264	604
164	1550	604
165	560	616
165	691	616
165	721	616
165	1213	616
165	1498	616
166	898	328|387
167	366	636
167	1066	636
167	1507	636
168	118	394
168	202	394
168	394	394
168	497	394
168	522	394
169	7	154
169	1244	154
170	44	776
170	111	776
170	120	776
170	175	868
170	204	868
170	214	776
170	305	868
170	312	868
170	545	776|868
170	666	868
170	701	776
170	764	776
170	800	776
170	826	776
170	850	868
170	1048	776
170	1054	776
170	1101	776
170	1233	776
170	1284	776
170	1315	776
170	1335	776
170	1698	776
171	636	20
171	955	20
171	1146	20
171	1256	20
171	1605	20
172	142	344
172	392	392
172	542	344|392
172	648	344
172	1306	392
172	1416	344
172	1498	344
172	1515	392
172	1522	392
173	115	790
173	612	790
173	1117	790
174	14	173
174	358	173
174	758	173
174	763	173
174	938	173
174	1041	173
174	1588	173
175	170	868
175	204	868
175	305	868
175	312	868
175	545	868
175	666	868
175	850	868
176	364	386
176	1424	386
176	1642	386
177	229	521
177	391	521
177	1017	521
178	43	667
178	448	667
178	1020	667
178	1220	667
179	706	787
180	399	774
180	471	774
180	508	774
180	867	774
180	916	774
180	968	774
180	1354	774
180	1587	774
180	1660	774
181	106	484
181	440	484
181	639	484
181	718	484
181	1169	484
181	1237	484
181	1349	484
182	130	764
182	426	764
182	611	764
182	623	764
182	1411	764
182	1553	764
183	898	507|574
183	1081	574
183	1097	574
183	1128	507
184	60	643
184	137	145
184	201	335
184	222	145
184	442	643
184	717	335
184	768	643
184	796	145
184	1297	335
184	1452	145
184	1471	145
185	257	152
185	365	152
185	528	152
185	534	152
185	766	152
185	848	152
185	941	152
185	1163	152
185	1363	152
185	1724	152
186	114	68
186	462	68
187	898	482
187	1689	482
189	500	262
189	718	262
189	897	262
190	401	851
190	840	851
190	1009	851
190	1737	851
191	414	220|326
191	998	220
192	113	449
192	236	449
192	262	449
192	659	449
193	55	150
193	882	150
193	1169	150
193	1275	150
193	1308	150
194	88	766|814|816
194	475	766|814|816
194	661	766|814|816
194	880	766|814
194	905	766|814
194	1226	814
194	1258	766
194	1418	816
195	199	226
195	257	226
195	354	226
195	521	226
196	248	739
196	270	739
196	318	739
196	536	739
196	549	739
196	743	699
196	830	739
196	856	699
196	895	739
196	979	699
196	1012	739
196	1036	739
196	1126	739
196	1196	739
196	1345	699|739
196	1350	699
196	1379	739
196	1518	739
196	1530	739
196	1624	739
197	155	417
197	212	417
197	1645	417
198	228	418
198	317	357
198	324	129|227|258
198	564	129|227|258
198	603	418
198	734	357
198	803	418
198	902	129|227
198	1336	357
198	1568	129|227
199	195	226
199	257	226|255
199	354	226|255
199	521	226|255
200	215	426
200	301	426
200	1380	426
201	184	335
201	717	335
201	1297	335
202	118	394
202	168	394
202	394	394
202	497	394
202	522	394
203	0	805
203	61	605|805
203	117	605
203	426	605
203	479	605
203	494	605
203	519	805
203	573	605|805
203	586	605
203	658	605
203	714	805
203	800	605|805
203	853	805
203	901	605
203	959	605|805
203	1012	605|805
203	1029	805
203	1046	805
203	1084	805
203	1153	805
203	1164	605
203	1219	605
203	1279	605
203	1478	605
203	1630	605
203	1692	805
203	1701	605
203	1717	805
204	170	868
204	175	868
204	305	868
204	312	868
204	545	868
204	666	868
204	850	868
205	567	685
205	1099	685
205	1587	685
206	266	3
206	313	3
206	862	3
207	1644	734
208	1516	516
209	61	826
209	151	826
209	516	826
209	600	826
209	789	826
209	812	826
209	873	826
209	1228	826
209	1420	826
209	1721	826
209	1734	826
210	962	104
210	1102	104
211	349	414|436
211	475	414|436
211	1451	414|436
211	1674	414
212	155	417
212	197	417
212	1645	417
213	220	176
213	590	176
213	957	176
214	38	585
214	44	499|571|578|585|596|622|718|719|723|729|763|776|777|788|800|855
214	111	499|571|578|585|596|622|718|719|723|729|763|776|777|788|800|855
214	120	571|578|585|596|622|718|719|723|729|763|776|777|788|800|855
214	170	776
214	453	719|723|729
214	545	622|718|719|723|729|776|777|788|800|855
214	686	800|855
214	701	499|571|578|585|596|622|718|719|723|729|763|776|777|788|800|855
214	764	763|776|788|800|855
214	769	506
214	800	499|506|571|578|585|596|622|718|719|723|729|763|776|777|788|800|855
214	826	776|855
214	1016	499|578
214	1048	499|571|578|585|596|622|718|719|723|729|763|776|777|788|800|855
214	1054	776|788|800|855
214	1082	718
214	1101	499|571|578|585|596|622|718|719|723|729|776|777|788|800|855
214	1138	578|585
214	1233	499|571|578|585|596|622|718|719|723|729|763|776|777|788|800|855
214	1284	499|571|578|585|596|622|718|719|723|729|763|776|777|788|800|855
214	1315	571|578|585|596|622|718|719|723|729|763|776|777|788|800|855
214	1330	506
214	1335	776|788|800|855
214	1698	578|585|622|718|719|723|729|776|777|788|855
215	200	426
215	301	426
215	1380	426
216	88	705
216	905	705
216	1036	705
217	313	223
217	953	223
217	1224	223
217	1230	97|223
217	1322	223
217	1424	37
218	138	786
218	997	786
218	1541	786
219	427	768
219	609	768
219	1386	768
219	1655	768
220	146	218
220	213	176
220	590	176
220	628	218
220	653	218
220	728	467
220	762	467
220	957	176
221	226	90
221	835	90
221	1026	90
221	1169	90
221	1247	90
221	1275	90
221	1308	90
221	1488	90
222	137	145
222	184	145
222	796	145
222	1452	145
222	1471	145
223	13	810
223	163	810
223	247	810
223	327	810
223	334	810
223	617	810
223	719	810
223	847	810
223	903	810
223	1301	810
223	1323	810
223	1372	810
223	1427	810
223	1463	810
223	1582	810
223	1688	810
223	1700	810
224	403	859
224	592	859
224	703	859
224	929	859
224	969	859
224	1608	859
224	1744	859
225	244	221
225	259	221
225	296	221
225	417	64
225	626	221
225	754	64|221
225	1169	221
225	1182	64
225	1194	64
225	1261	64|221
225	1392	64|221
225	1441	64|221
225	1563	64|221
226	221	90
226	835	90
226	1026	90
226	1169	90
226	1247	90
226	1275	90
226	1308	90
226	1488	90
227	1129	313
228	198	418
228	603	418
228	803	418
229	177	521
229	328	522|541
229	343	112|119
229	391	521
229	771	35|112|119
229	801	390|428|468
229	890	35
229	973	112|228
229	1017	521
229	1103	522
229	1169	35
229	1288	35|112|119|390|428|468
229	1509	228
230	904	451
230	1407	451
230	1567	451
230	1646	451
230	1707	451
230	1741	451
231	881	740
231	1098	740
232	369	854
232	541	854
232	1492	854
232	1531	854
233	287	726
233	647	726
233	934	726
233	963	726
233	1443	726
233	1710	726
234	83	694
234	729	694
234	1270	694
235	104	56
235	564	56
236	51	383
236	113	364|383|449|520
236	136	383|520
236	192	449
236	262	449|520
236	321	485
236	578	520
236	610	879
236	659	449|520
236	800	383
236	991	879
236	1208	879
236	1303	520
236	1475	383
237	112	229
237	344	229
238	1105	454
239	86	378
239	677	378
240	268	670
240	275	670
240	1064	670
240	1348	670
241	562	197
241	1365	197
242	147	78
243	842	500
243	1024	500
244	225	221
244	259	221
244	296	221
244	626	221
244	754	221
244	1169	221
244	1261	221
244	1392	221
244	1441	221
244	1563	221
245	1304	476
245	1564	476
247	13	810
247	163	810
247	223	810
247	327	810
247	334	810
247	617	810
247	719	810
247	847	810
247	903	810
247	1301	810
247	1323	810
247	1372	810
247	1427	810
247	1463	810
247	1582	810
247	1688	810
247	1700	810
248	196	739
248	270	739
248	318	739
248	536	739
248	549	739
248	830	739
248	895	739
248	1012	739
248	1036	739
248	1126	739
248	1196	739
248	1345	739
248	1379	739
248	1518	739
248	1530	739
248	1624	739
249	1424	760
250	972	615
251	280	361
251	1018	361
251	1634	361
251	1657	361
251	1726	361
252	1583	185
253	378	646
253	783	646
253	1122	646
253	1203	646
253	1333	646
254	58	609
254	97	609
254	346	609
254	550	609
254	735	609
254	767	609
254	1298	609
254	1486	609
254	1745	609
254	1746	609
255	23	237
255	1167	237
256	13	446
256	52	446
256	460	446
256	707	446
256	1335	446
256	1431	446
256	1458	446
257	145	155
257	185	152
257	195	226
257	199	226|255
257	294	11
257	354	226|255|289
257	365	52|152
257	395	11
257	521	52|226|236|255|289|311
257	528	152
257	534	152
257	539	155
257	558	289
257	657	11
257	722	52|236
257	766	152
257	848	152
257	877	415
257	941	11|152
257	1002	155
257	1086	11
257	1163	152
257	1292	11
